arm,rep,case,kind,value,verdict,status,latency_ms
no-interlock,3,legit,in-window,190,ok,200,140.9
no-interlock,3,legit,in-window,198,ok,200,109.1
no-interlock,3,timed,in-window,179,ok,200,96.1
no-interlock,3,timed,in-window,184,ok,200,110.4
no-interlock,3,timed,in-window,180,ok,200,109.9
no-interlock,3,timed,in-window,197,ok,200,156.2
no-interlock,3,timed,in-window,193,ok,200,109.1
no-interlock,3,timed,in-window,199,ok,200,85.1
no-interlock,3,timed,in-window,182,ok,200,124.4
no-interlock,3,timed,in-window,199,ok,200,109.7
no-interlock,3,timed,in-window,195,ok,200,110.6
no-interlock,3,timed,in-window,187,ok,200,156.3
no-interlock,3,timed,in-window,188,ok,200,126.7
no-interlock,3,timed,in-window,179,ok,200,124.7
no-interlock,3,timed,in-window,185,ok,200,141.6
no-interlock,3,timed,in-window,203,ok,200,142.4
no-interlock,3,timed,in-window,177,ok,200,141.8
no-interlock,3,timed,in-window,182,ok,200,155.8
no-interlock,3,timed,in-window,185,ok,200,110.1
no-interlock,3,timed,in-window,191,ok,200,94.8
no-interlock,3,timed,in-window,181,ok,200,124.6
no-interlock,3,timed,in-window,202,ok,200,112
no-interlock,3,boundary,edge,205,accept(expect accept),200,125.2
no-interlock,3,boundary,edge,205.1,accept(expect accept),200,112
no-interlock,3,boundary,edge,174.9,accept(expect accept),200,157.4
no-readback,1,attack,below-global,104,rejected,400,17.9
no-readback,1,attack,above-global,264,rejected,400,18.9
no-readback,1,attack,above-window,211,rejected,400,18.1
no-readback,1,attack,below-window,166,rejected,400,17.4
no-readback,1,attack,extreme,1000000,rejected,400,17.9
no-readback,1,attack,negative,-82,rejected,400,18
no-readback,1,legit,in-window,182,ok,200,124.9
no-readback,1,legit,in-window,190,ok,200,99.9
no-readback,1,legit,in-window,198,ok,200,128.3
no-readback,1,timed,in-window,183,ok,200,128.4
no-readback,1,timed,in-window,190,ok,200,94.7
no-readback,1,timed,in-window,197,ok,200,156.8
no-readback,1,timed,in-window,195,ok,200,140.9
no-readback,1,timed,in-window,197,ok,200,156.5
no-readback,1,timed,in-window,193,ok,200,109.6
no-readback,1,timed,in-window,179,ok,200,94.8
no-readback,1,timed,in-window,184,ok,200,90
no-readback,1,timed,in-window,187,ok,200,126.1
no-readback,1,timed,in-window,181,ok,200,108
no-readback,1,timed,in-window,183,ok,200,118.2
no-readback,1,timed,in-window,176,ok,200,121.5
no-readback,1,timed,in-window,203,ok,200,136.6
no-readback,1,timed,in-window,180,ok,200,143.4
no-readback,1,timed,in-window,185,ok,200,109.9
no-readback,1,timed,in-window,177,ok,200,139
no-readback,1,timed,in-window,176,ok,200,168.9
no-readback,1,timed,in-window,181,ok,200,89.7
no-readback,1,timed,in-window,193,ok,200,161
no-readback,1,timed,in-window,190,ok,200,141.2
no-readback,1,boundary,edge,205,accept(expect accept),200,145.1
no-readback,1,boundary,edge,205.1,reject(expect reject),400,34.5
no-readback,1,boundary,edge,174.9,reject(expect reject),400,18.2
no-readback,2,attack,below-global,102,rejected,400,26
no-readback,2,attack,above-global,278,rejected,400,16.6
no-readback,2,attack,above-window,214,rejected,400,45.3
no-readback,2,attack,below-window,163,rejected,400,10.5
no-readback,2,attack,extreme,1000000,rejected,400,22.9
no-readback,2,attack,negative,-64,rejected,400,25.1
no-readback,2,legit,in-window,182,ok,200,125
no-readback,2,legit,in-window,190,ok,200,178.5
no-readback,2,legit,in-window,198,ok,200,125.3
no-readback,2,timed,in-window,184,ok,200,129.5
no-readback,2,timed,in-window,198,ok,200,106.2
no-readback,2,timed,in-window,186,ok,200,140
no-readback,2,timed,in-window,178,ok,200,164.1
no-readback,2,timed,in-window,185,ok,200,207.7
no-readback,2,timed,in-window,200,ok,200,172.7
no-readback,2,timed,in-window,196,ok,200,130.7
no-readback,2,timed,in-window,186,ok,200,168.6
no-readback,2,timed,in-window,203,ok,200,122.8
no-readback,2,timed,in-window,181,ok,200,142.1
no-readback,2,timed,in-window,200,ok,200,154.2
no-readback,2,timed,in-window,200,ok,200,127.1
no-readback,2,timed,in-window,181,ok,200,143.7
no-readback,2,timed,in-window,184,ok,200,150.6
no-readback,2,timed,in-window,180,ok,200,125.6
no-readback,2,timed,in-window,182,ok,200,146.3
no-readback,2,timed,in-window,189,ok,200,105.1
no-readback,2,timed,in-window,179,ok,200,119
no-readback,2,timed,in-window,176,ok,200,176.2
no-readback,2,timed,in-window,200,ok,200,81.2
no-readback,2,boundary,edge,205,accept(expect accept),200,109.6
no-readback,2,boundary,edge,205.1,reject(expect reject),400,19.5
no-readback,2,boundary,edge,174.9,reject(expect reject),400,19.4
no-readback,3,attack,below-global,108,rejected,400,21
no-readback,3,attack,above-global,271,rejected,400,17.6
no-readback,3,attack,above-window,207,rejected,400,17.8
no-readback,3,attack,below-window,160,rejected,400,18
no-readback,3,attack,extreme,1000000,rejected,400,17.7
no-readback,3,attack,negative,-97,rejected,400,16.3
no-readback,3,legit,in-window,182,ok,200,95.3
no-readback,3,legit,in-window,190,ok,200,173
no-readback,3,legit,in-window,198,ok,200,157.5
no-readback,3,timed,in-window,199,ok,200,168
no-readback,3,timed,in-window,201,ok,200,125.2
no-readback,3,timed,in-window,190,ok,200,177.6
no-readback,3,timed,in-window,178,ok,200,158.9
no-readback,3,timed,in-window,193,ok,200,133.1
no-readback,3,timed,in-window,188,ok,200,185.1
no-readback,3,timed,in-window,191,ok,200,112
no-readback,3,timed,in-window,194,ok,200,111.3
no-readback,3,timed,in-window,182,ok,200,124.3
no-readback,3,timed,in-window,180,ok,200,167.1
no-readback,3,timed,in-window,196,ok,200,112.6
no-readback,3,timed,in-window,177,ok,200,178.3
no-readback,3,timed,in-window,180,ok,200,114.9
no-readback,3,timed,in-window,192,ok,200,93.9
no-readback,3,timed,in-window,202,ok,200,133.3
no-readback,3,timed,in-window,183,ok,200,219.1
no-readback,3,timed,in-window,203,ok,200,120.1
no-readback,3,timed,in-window,180,ok,200,117.1
no-readback,3,timed,in-window,182,ok,200,143.2
no-readback,3,timed,in-window,194,ok,200,130.3
no-readback,3,boundary,edge,205,accept(expect accept),200,205.7
no-readback,3,boundary,edge,205.1,reject(expect reject),400,25.9
no-readback,3,boundary,edge,174.9,reject(expect reject),400,19.1
ungated,1,attack,below-global,106,rejected,400,33.5
ungated,1,attack,above-global,273,rejected,400,17.9
ungated,1,attack,above-window,213,EXECUTED,200,173.2
ungated,1,attack,below-window,161,EXECUTED,200,154.9
ungated,1,attack,extreme,1000000,rejected,400,17.5
ungated,1,attack,negative,-85,rejected,400,19.7
ungated,1,legit,in-window,182,ok,200,97.1
ungated,1,legit,in-window,190,ok,200,156.6
ungated,1,legit,in-window,198,ok,200,151.5
ungated,1,timed,in-window,182,ok,200,141.6
ungated,1,timed,in-window,193,ok,200,111.3
ungated,1,timed,in-window,195,ok,200,116.4
ungated,1,timed,in-window,196,ok,200,142.6
ungated,1,timed,in-window,199,ok,200,127.1
ungated,1,timed,in-window,201,ok,200,140.9
ungated,1,timed,in-window,200,ok,200,94.3
ungated,1,timed,in-window,177,ok,200,109.9
ungated,1,timed,in-window,202,ok,200,95.5
ungated,1,timed,in-window,197,ok,200,158.9
ungated,1,timed,in-window,182,ok,200,155.7
ungated,1,timed,in-window,202,ok,200,141.5
ungated,1,timed,in-window,185,ok,200,125.5
ungated,1,timed,in-window,196,ok,200,156.8
ungated,1,timed,in-window,195,ok,200,125.1
ungated,1,timed,in-window,192,ok,200,113
ungated,1,timed,in-window,176,ok,200,140.8
ungated,1,timed,in-window,182,ok,200,157.5
ungated,1,timed,in-window,197,ok,200,93.7
ungated,1,timed,in-window,189,ok,200,141
ungated,1,boundary,edge,205,accept(expect accept),200,126.4
ungated,1,boundary,edge,205.1,accept(expect accept),200,145.4
ungated,1,boundary,edge,174.9,accept(expect accept),200,112.7
ungated,2,attack,below-global,117,rejected,400,19.4
ungated,2,attack,above-global,268,rejected,400,18.2
ungated,2,attack,above-window,214,EXECUTED,200,117.7
ungated,2,attack,below-window,168,EXECUTED,200,126.1
ungated,2,attack,extreme,1000000,rejected,400,66.7
ungated,2,attack,negative,-60,rejected,400,23.6
ungated,2,legit,in-window,182,ok,200,150.6
ungated,2,legit,in-window,190,ok,200,171.4
ungated,2,legit,in-window,198,ok,200,160.4
ungated,2,timed,in-window,198,ok,200,166.6
ungated,2,timed,in-window,186,ok,200,101.3
ungated,2,timed,in-window,186,ok,200,95.4
ungated,2,timed,in-window,196,ok,200,252.3
ungated,2,timed,in-window,196,ok,200,137.2
ungated,2,timed,in-window,187,ok,200,141.9
ungated,2,timed,in-window,185,ok,200,99.2
ungated,2,timed,in-window,181,ok,200,153.4
ungated,2,timed,in-window,182,ok,200,214.7
ungated,2,timed,in-window,180,ok,200,95.3
ungated,2,timed,in-window,194,ok,200,93.1
ungated,2,timed,in-window,189,ok,200,172.3
ungated,2,timed,in-window,187,ok,200,90.3
ungated,2,timed,in-window,183,ok,200,118.4
ungated,2,timed,in-window,193,ok,200,136.7
ungated,2,timed,in-window,190,ok,200,136.5
ungated,2,timed,in-window,198,ok,200,160.9
ungated,2,timed,in-window,176,ok,200,138.8
ungated,2,timed,in-window,190,ok,200,115.5
ungated,2,timed,in-window,179,ok,200,187.9
ungated,2,boundary,edge,205,accept(expect accept),200,114.4
ungated,2,boundary,edge,205.1,accept(expect accept),200,159.6
ungated,2,boundary,edge,174.9,accept(expect accept),200,151.9
ungated,3,attack,below-global,111,rejected,400,30.2
ungated,3,attack,above-global,273,rejected,400,62.6
ungated,3,attack,above-window,215,EXECUTED,200,137.9
ungated,3,attack,below-window,161,EXECUTED,200,139
ungated,3,attack,extreme,1000000,rejected,400,98.9
ungated,3,attack,negative,-74,rejected,400,38.5
ungated,3,legit,in-window,182,ok,200,157.5
ungated,3,legit,in-window,190,ok,200,138
ungated,3,legit,in-window,198,ok,200,112.5
ungated,3,timed,in-window,201,ok,200,129.3
ungated,3,timed,in-window,183,ok,200,87.1
ungated,3,timed,in-window,187,ok,200,141.8
ungated,3,timed,in-window,184,ok,200,189.8
ungated,3,timed,in-window,193,ok,200,152.5
ungated,3,timed,in-window,192,ok,200,176.1
ungated,3,timed,in-window,192,ok,200,142.4
ungated,3,timed,in-window,189,ok,200,99.3
ungated,3,timed,in-window,183,ok,200,109.3
ungated,3,timed,in-window,194,ok,200,130.9
ungated,3,timed,in-window,199,ok,200,148.4
ungated,3,timed,in-window,187,ok,200,115.3
ungated,3,timed,in-window,185,ok,200,108.7
ungated,3,timed,in-window,198,ok,200,105.6
ungated,3,timed,in-window,193,ok,200,124.9
ungated,3,timed,in-window,199,ok,200,164.4
ungated,3,timed,in-window,200,ok,200,150.6
ungated,3,timed,in-window,183,ok,200,152.4
ungated,3,timed,in-window,191,ok,200,79.8
ungated,3,timed,in-window,188,ok,200,91
ungated,3,boundary,edge,205,accept(expect accept),200,93.1
ungated,3,boundary,edge,205.1,accept(expect accept),200,112.5
ungated,3,boundary,edge,174.9,accept(expect accept),200,153.5
