arm,rep,case,kind,value,verdict,status,latency_ms
full,1,attack,below-global,110,rejected,400,7433.3
full,1,attack,above-global,266,rejected,400,15
full,1,attack,above-window,218,rejected,400,27.5
full,1,attack,below-window,170,rejected,400,18
full,1,attack,extreme,1000000,rejected,400,37.1
full,1,attack,negative,-66,rejected,400,26.3
full,1,legit,in-window,182,ok,200,134.4
full,1,legit,in-window,190,ok,200,134.8
full,1,legit,in-window,198,ok,200,141.4
full,1,timed,in-window,199,ok,200,104.5
full,1,timed,in-window,194,ok,200,110.3
full,1,timed,in-window,176,ok,200,94.7
full,1,timed,in-window,199,ok,200,157.2
full,1,timed,in-window,197,ok,200,147.2
full,1,timed,in-window,184,ok,200,110.6
full,1,timed,in-window,179,ok,200,141.6
full,1,timed,in-window,181,ok,200,115.4
full,1,timed,in-window,188,ok,200,111.9
full,1,timed,in-window,197,ok,200,163.4
full,1,timed,in-window,185,ok,200,112.8
full,1,timed,in-window,189,ok,200,133.4
full,1,timed,in-window,197,ok,200,139.3
full,1,timed,in-window,200,ok,200,115.5
full,1,timed,in-window,187,ok,200,112
full,1,timed,in-window,185,ok,200,205.4
full,1,timed,in-window,202,ok,200,205.4
full,1,timed,in-window,179,ok,200,157.3
full,1,timed,in-window,182,ok,200,142.8
full,1,timed,in-window,187,ok,200,109.4
full,1,boundary,edge,205,accept(expect accept),200,125.7
full,1,boundary,edge,205.1,reject(expect reject),400,15.5
full,1,boundary,edge,174.9,reject(expect reject),400,10.1
full,2,attack,below-global,116,rejected,400,18.4
full,2,attack,above-global,268,rejected,400,22.8
full,2,attack,above-window,217,rejected,400,25.9
full,2,attack,below-window,168,rejected,400,82.4
full,2,attack,extreme,1000000,rejected,400,25.7
full,2,attack,negative,-62,rejected,400,34
full,2,legit,in-window,182,ok,200,124.4
full,2,legit,in-window,190,ok,200,161.7
full,2,legit,in-window,198,ok,200,110.5
full,2,timed,in-window,193,ok,200,161
full,2,timed,in-window,196,ok,200,108.8
full,2,timed,in-window,194,ok,200,116
full,2,timed,in-window,179,ok,200,102.5
full,2,timed,in-window,176,ok,200,99.6
full,2,timed,in-window,193,ok,200,125.3
full,2,timed,in-window,190,ok,200,93.9
full,2,timed,in-window,179,ok,200,126.7
full,2,timed,in-window,195,ok,200,125.1
full,2,timed,in-window,193,ok,200,90.2
full,2,timed,in-window,179,ok,200,125.3
full,2,timed,in-window,177,ok,200,118.7
full,2,timed,in-window,189,ok,200,196.6
full,2,timed,in-window,201,ok,200,124.7
full,2,timed,in-window,200,ok,200,111
full,2,timed,in-window,194,ok,200,121.2
full,2,timed,in-window,187,ok,200,100.1
full,2,timed,in-window,188,ok,200,155.6
full,2,timed,in-window,181,ok,200,123.7
full,2,timed,in-window,198,ok,200,121.4
full,2,boundary,edge,205,accept(expect accept),200,127
full,2,boundary,edge,205.1,reject(expect reject),400,18.6
full,2,boundary,edge,174.9,reject(expect reject),400,8
full,3,attack,below-global,117,rejected,400,19
full,3,attack,above-global,272,rejected,400,41.5
full,3,attack,above-window,208,rejected,400,21.9
full,3,attack,below-window,164,rejected,400,21.2
full,3,attack,extreme,1000000,rejected,400,36.3
full,3,attack,negative,-31,rejected,400,36.2
full,3,legit,in-window,182,ok,200,155.5
full,3,legit,in-window,190,ok,200,108.8
full,3,legit,in-window,198,ok,200,184.9
full,3,timed,in-window,189,ok,200,111.7
full,3,timed,in-window,186,ok,200,156.8
full,3,timed,in-window,195,ok,200,126.7
full,3,timed,in-window,177,ok,200,140.7
full,3,timed,in-window,180,ok,200,113.6
full,3,timed,in-window,193,ok,200,121.7
full,3,timed,in-window,185,ok,200,166
full,3,timed,in-window,197,ok,200,94.7
full,3,timed,in-window,188,ok,200,137.4
full,3,timed,in-window,193,ok,200,86.2
full,3,timed,in-window,192,ok,200,90
full,3,timed,in-window,180,ok,200,114
full,3,timed,in-window,182,ok,200,120.6
full,3,timed,in-window,197,ok,200,123.8
full,3,timed,in-window,185,ok,200,178.3
full,3,timed,in-window,186,ok,200,115.7
full,3,timed,in-window,201,ok,200,133.5
full,3,timed,in-window,190,ok,200,119.9
full,3,timed,in-window,193,ok,200,107.3
full,3,timed,in-window,182,ok,200,155.4
full,3,boundary,edge,205,accept(expect accept),200,123
full,3,boundary,edge,205.1,reject(expect reject),400,28.4
full,3,boundary,edge,174.9,reject(expect reject),400,58.5
no-interlock,1,attack,below-global,115,rejected,400,19
no-interlock,1,attack,above-global,264,rejected,400,16
no-interlock,1,attack,above-window,210,EXECUTED,200,114.9
no-interlock,1,attack,below-window,160,EXECUTED,200,140.1
no-interlock,1,attack,extreme,1000000,rejected,400,32.9
no-interlock,1,attack,negative,-53,rejected,400,20.6
no-interlock,1,legit,in-window,182,ok,200,161
no-interlock,1,legit,in-window,190,ok,200,156.1
no-interlock,1,legit,in-window,198,ok,200,134.5
no-interlock,1,timed,in-window,201,ok,200,157
no-interlock,1,timed,in-window,179,ok,200,164
no-interlock,1,timed,in-window,181,ok,200,97.3
no-interlock,1,timed,in-window,179,ok,200,192.7
no-interlock,1,timed,in-window,202,ok,200,167.2
no-interlock,1,timed,in-window,197,ok,200,170.4
no-interlock,1,timed,in-window,190,ok,200,156.7
no-interlock,1,timed,in-window,180,ok,200,187.7
no-interlock,1,timed,in-window,189,ok,200,212.6
no-interlock,1,timed,in-window,197,ok,200,105.9
no-interlock,1,timed,in-window,195,ok,200,108.3
no-interlock,1,timed,in-window,180,ok,200,117.2
no-interlock,1,timed,in-window,192,ok,200,134.9
no-interlock,1,timed,in-window,191,ok,200,93.5
no-interlock,1,timed,in-window,199,ok,200,133.2
no-interlock,1,timed,in-window,184,ok,200,148
no-interlock,1,timed,in-window,178,ok,200,141.6
no-interlock,1,timed,in-window,195,ok,200,110.4
no-interlock,1,timed,in-window,187,ok,200,134.9
no-interlock,1,timed,in-window,196,ok,200,112.2
no-interlock,1,boundary,edge,205,accept(expect accept),200,97.1
no-interlock,1,boundary,edge,205.1,accept(expect accept),200,190.5
no-interlock,1,boundary,edge,174.9,accept(expect accept),200,138.6
no-interlock,2,attack,below-global,107,rejected,400,33.1
no-interlock,2,attack,above-global,267,rejected,400,20.5
no-interlock,2,attack,above-window,213,EXECUTED,200,165.8
no-interlock,2,attack,below-window,162,EXECUTED,200,125.8
no-interlock,2,attack,extreme,1000000,rejected,400,17.3
no-interlock,2,attack,negative,-37,rejected,400,18.3
no-interlock,2,legit,in-window,182,ok,200,111.4
no-interlock,2,legit,in-window,190,ok,200,156.7
no-interlock,2,legit,in-window,198,ok,200,155.9
no-interlock,2,timed,in-window,195,ok,200,142.3
no-interlock,2,timed,in-window,185,ok,200,172.1
no-interlock,2,timed,in-window,179,ok,200,95
no-interlock,2,timed,in-window,179,ok,200,97.1
no-interlock,2,timed,in-window,183,ok,200,142
no-interlock,2,timed,in-window,199,ok,200,141
no-interlock,2,timed,in-window,201,ok,200,109.7
no-interlock,2,timed,in-window,191,ok,200,93.8
no-interlock,2,timed,in-window,181,ok,200,125.5
no-interlock,2,timed,in-window,198,ok,200,110.6
no-interlock,2,timed,in-window,194,ok,200,151.8
no-interlock,2,timed,in-window,183,ok,200,129.6
no-interlock,2,timed,in-window,200,ok,200,153.8
no-interlock,2,timed,in-window,201,ok,200,97.1
no-interlock,2,timed,in-window,193,ok,200,112.1
no-interlock,2,timed,in-window,181,ok,200,140.6
no-interlock,2,timed,in-window,182,ok,200,141.4
no-interlock,2,timed,in-window,184,ok,200,155.5
no-interlock,2,timed,in-window,176,ok,200,94.3
no-interlock,2,timed,in-window,195,ok,200,82.5
no-interlock,2,boundary,edge,205,accept(expect accept),200,125.8
no-interlock,2,boundary,edge,205.1,accept(expect accept),200,125.8
no-interlock,2,boundary,edge,174.9,accept(expect accept),200,96
no-interlock,3,attack,below-global,109,rejected,400,18.1
no-interlock,3,attack,above-global,279,rejected,400,17.4
no-interlock,3,attack,above-window,214,EXECUTED,200,104.4
no-interlock,3,attack,below-window,164,EXECUTED,200,126
no-interlock,3,attack,extreme,1000000,rejected,400,2.9
no-interlock,3,attack,negative,-78,rejected,400,20
no-interlock,3,legit,in-window,182,ok,200,95.3
