arm,rep,case,kind,value,verdict,status,latency_ms
no-readback,2,attack,below-global,102,rejected,400,17.7
no-readback,2,attack,above-global,278,rejected,400,16.8
no-readback,2,attack,above-window,214,rejected,400,17.2
no-readback,2,attack,below-window,163,rejected,400,17.9
no-readback,2,attack,extreme,1000000,rejected,400,17.4
no-readback,2,attack,negative,-64,rejected,400,17.4
no-readback,2,legit,in-window,182,ok,200,139.9
no-readback,2,legit,in-window,190,ok,200,80.2
no-readback,2,legit,in-window,198,ok,200,156
no-readback,2,timed,in-window,184,ok,200,125.8
no-readback,2,timed,in-window,198,ok,200,157.8
no-readback,2,timed,in-window,186,ok,200,94.2
no-readback,2,timed,in-window,178,ok,200,109.9
no-readback,2,timed,in-window,185,ok,200,109.5
no-readback,2,timed,in-window,200,ok,200,110.4
no-readback,2,timed,in-window,196,ok,200,95.7
no-readback,2,timed,in-window,186,ok,200,125.6
no-readback,2,timed,in-window,203,ok,200,145.3
no-readback,2,timed,in-window,181,ok,200,144.2
no-readback,2,timed,in-window,200,ok,200,112
no-readback,2,timed,in-window,200,ok,200,90.6
no-readback,2,timed,in-window,181,ok,200,157.4
no-readback,2,timed,in-window,184,ok,200,109.3
no-readback,2,timed,in-window,180,ok,200,125
no-readback,2,timed,in-window,182,ok,200,156.2
no-readback,2,timed,in-window,189,ok,200,157.1
no-readback,2,timed,in-window,179,ok,200,148.8
no-readback,2,timed,in-window,176,ok,200,156
no-readback,2,timed,in-window,200,ok,200,141.2
no-readback,2,boundary,edge,205,accept(expect accept),200,94.1
no-readback,2,boundary,edge,205.1,reject(expect reject),400,18.2
no-readback,2,boundary,edge,174.9,reject(expect reject),400,17.3
no-readback,3,attack,below-global,108,rejected,400,18.1
no-readback,3,attack,above-global,271,rejected,400,17.4
no-readback,3,attack,above-window,207,rejected,400,18
no-readback,3,attack,below-window,160,rejected,400,17.8
no-readback,3,attack,extreme,1000000,rejected,400,17.9
no-readback,3,attack,negative,-97,rejected,400,17.6
no-readback,3,legit,in-window,182,ok,200,95.2
no-readback,3,legit,in-window,190,ok,200,111.3
no-readback,3,legit,in-window,198,ok,200,125.4
no-readback,3,timed,in-window,199,ok,200,141.8
no-readback,3,timed,in-window,201,ok,200,128.9
no-readback,3,timed,in-window,190,ok,200,95.4
no-readback,3,timed,in-window,178,ok,200,155.2
no-readback,3,timed,in-window,193,ok,200,157.6
no-readback,3,timed,in-window,188,ok,200,143
no-readback,3,timed,in-window,191,ok,200,128.8
no-readback,3,timed,in-window,194,ok,200,155.8
no-readback,3,timed,in-window,182,ok,200,94.4
no-readback,3,timed,in-window,180,ok,200,110.4
no-readback,3,timed,in-window,196,ok,200,94.5
no-readback,3,timed,in-window,177,ok,200,156.9
no-readback,3,timed,in-window,180,ok,200,102
no-readback,3,timed,in-window,192,ok,200,130
no-readback,3,timed,in-window,202,ok,200,95.5
no-readback,3,timed,in-window,183,ok,200,158.3
no-readback,3,timed,in-window,203,ok,200,140.4
no-readback,3,timed,in-window,180,ok,200,157.2
no-readback,3,timed,in-window,182,ok,200,94.1
no-readback,3,timed,in-window,194,ok,200,171.5
no-readback,3,boundary,edge,205,accept(expect accept),200,157.5
no-readback,3,boundary,edge,205.1,reject(expect reject),400,18.2
no-readback,3,boundary,edge,174.9,reject(expect reject),400,18
ungated,1,attack,below-global,106,rejected,400,18.6
ungated,1,attack,above-global,273,rejected,400,17.5
ungated,1,attack,above-window,213,EXECUTED,200,109.8
ungated,1,attack,below-window,161,EXECUTED,200,157
ungated,1,attack,extreme,1000000,rejected,400,17.8
ungated,1,attack,negative,-85,rejected,400,18.2
ungated,1,legit,in-window,182,ok,200,136.1
ungated,1,legit,in-window,190,ok,200,109.9
ungated,1,legit,in-window,198,ok,200,140.9
ungated,1,timed,in-window,182,ok,200,109.9
ungated,1,timed,in-window,193,ok,200,94.4
ungated,1,timed,in-window,195,ok,200,125.7
ungated,1,timed,in-window,196,ok,200,109.6
ungated,1,timed,in-window,199,ok,200,127.4
ungated,1,timed,in-window,201,ok,200,109.8
ungated,1,timed,in-window,200,ok,200,157
ungated,1,timed,in-window,177,ok,200,94.5
ungated,1,timed,in-window,202,ok,200,93.9
ungated,1,timed,in-window,197,ok,200,156
ungated,1,timed,in-window,182,ok,200,94.3
ungated,1,timed,in-window,202,ok,200,94.8
ungated,1,timed,in-window,185,ok,200,156
ungated,1,timed,in-window,196,ok,200,125.8
ungated,1,timed,in-window,195,ok,200,111.9
ungated,1,timed,in-window,192,ok,200,109.3
ungated,1,timed,in-window,176,ok,200,125.6
ungated,1,timed,in-window,182,ok,200,78.6
ungated,1,timed,in-window,197,ok,200,109.8
ungated,1,timed,in-window,189,ok,200,125.4
ungated,1,boundary,edge,205,accept(expect accept),200,156.3
ungated,1,boundary,edge,205.1,accept(expect accept),200,157.2
ungated,1,boundary,edge,174.9,accept(expect accept),200,125.2
ungated,2,attack,below-global,117,rejected,400,18
ungated,2,attack,above-global,268,rejected,400,18.3
ungated,2,attack,above-window,214,EXECUTED,200,93.9
ungated,2,attack,below-window,168,EXECUTED,200,155.7
ungated,2,attack,extreme,1000000,rejected,400,17.5
ungated,2,attack,negative,-60,rejected,400,17.5
ungated,2,legit,in-window,182,ok,200,124.4
ungated,2,legit,in-window,190,ok,200,111.4
ungated,2,legit,in-window,198,ok,200,93.4
ungated,2,timed,in-window,198,ok,200,139.9
ungated,2,timed,in-window,186,ok,200,93.5
ungated,2,timed,in-window,186,ok,200,109.2
ungated,2,timed,in-window,196,ok,200,124.9
ungated,2,timed,in-window,196,ok,200,158.1
ungated,2,timed,in-window,187,ok,200,156.2
ungated,2,timed,in-window,185,ok,200,110.1
ungated,2,timed,in-window,181,ok,200,142.9
ungated,2,timed,in-window,182,ok,200,109.7
ungated,2,timed,in-window,180,ok,200,154.9
ungated,2,timed,in-window,194,ok,200,153.1
ungated,2,timed,in-window,189,ok,200,93.6
ungated,2,timed,in-window,187,ok,200,141.2
ungated,2,timed,in-window,183,ok,200,124.3
ungated,2,timed,in-window,193,ok,200,94.1
ungated,2,timed,in-window,190,ok,200,110.7
ungated,2,timed,in-window,198,ok,200,125.3
ungated,2,timed,in-window,176,ok,200,156.4
ungated,2,timed,in-window,190,ok,200,124
ungated,2,timed,in-window,179,ok,200,92.8
ungated,2,boundary,edge,205,accept(expect accept),200,93.4
ungated,2,boundary,edge,205.1,accept(expect accept),200,93.4
ungated,2,boundary,edge,174.9,accept(expect accept),200,95.1
ungated,3,attack,below-global,111,rejected,400,17.8
ungated,3,attack,above-global,273,rejected,400,17.1
ungated,3,attack,above-window,215,EXECUTED,200,94.3
ungated,3,attack,below-window,161,EXECUTED,200,139.4
ungated,3,attack,extreme,1000000,rejected,400,18
ungated,3,attack,negative,-74,rejected,400,18.1
ungated,3,legit,in-window,182,ok,200,140.5
ungated,3,legit,in-window,190,ok,200,93.6
ungated,3,legit,in-window,198,ok,200,141.8
ungated,3,timed,in-window,201,ok,200,110.5
ungated,3,timed,in-window,183,ok,200,94.5
ungated,3,timed,in-window,187,ok,200,93.2
ungated,3,timed,in-window,184,ok,200,94.6
ungated,3,timed,in-window,193,ok,200,156.6
ungated,3,timed,in-window,192,ok,200,139.5
ungated,3,timed,in-window,192,ok,200,123.9
ungated,3,timed,in-window,189,ok,200,94.1
ungated,3,timed,in-window,183,ok,200,140.1
ungated,3,timed,in-window,194,ok,200,139.2
ungated,3,timed,in-window,199,ok,200,93.5
ungated,3,timed,in-window,187,ok,200,141.2
ungated,3,timed,in-window,185,ok,200,157.4
ungated,3,timed,in-window,198,ok,200,109.2
ungated,3,timed,in-window,193,ok,200,124.6
ungated,3,timed,in-window,199,ok,200,140.7
ungated,3,timed,in-window,200,ok,200,93.3
ungated,3,timed,in-window,183,ok,200,125.9
ungated,3,timed,in-window,191,ok,200,156.2
ungated,3,timed,in-window,188,ok,200,155.7
ungated,3,boundary,edge,205,accept(expect accept),200,98.4
ungated,3,boundary,edge,205.1,accept(expect accept),200,140.6
ungated,3,boundary,edge,174.9,accept(expect accept),200,133.4
