arm,rep,case,kind,value,verdict,status,latency_ms
full,3,legit,in-window,190,ok,200,124
full,3,legit,in-window,198,ok,200,109.5
full,3,timed,in-window,189,ok,200,93.3
full,3,timed,in-window,186,ok,200,118.5
full,3,timed,in-window,195,ok,200,140.9
full,3,timed,in-window,177,ok,200,94.2
full,3,timed,in-window,180,ok,200,96.4
full,3,timed,in-window,193,ok,200,94.6
full,3,timed,in-window,185,ok,200,134.2
full,3,timed,in-window,197,ok,200,83.2
full,3,timed,in-window,188,ok,200,93.9
full,3,timed,in-window,193,ok,200,109.4
full,3,timed,in-window,192,ok,200,126.2
full,3,timed,in-window,180,ok,200,171.5
full,3,timed,in-window,182,ok,200,125
full,3,timed,in-window,197,ok,200,109.7
full,3,timed,in-window,185,ok,200,79.4
full,3,timed,in-window,186,ok,200,140.2
full,3,timed,in-window,201,ok,200,94
full,3,timed,in-window,190,ok,200,153.8
full,3,timed,in-window,193,ok,200,92.9
full,3,timed,in-window,182,ok,200,163.6
full,3,boundary,edge,205,accept(expect accept),200,93.1
full,3,boundary,edge,205.1,reject(expect reject),400,17.3
full,3,boundary,edge,174.9,reject(expect reject),400,17.1
no-interlock,1,attack,below-global,115,rejected,400,17.1
no-interlock,1,attack,above-global,264,rejected,400,17.6
no-interlock,1,attack,above-window,210,EXECUTED,200,124
no-interlock,1,attack,below-window,160,EXECUTED,200,156.3
no-interlock,1,attack,extreme,1000000,rejected,400,16.8
no-interlock,1,attack,negative,-53,rejected,400,17.2
no-interlock,1,legit,in-window,182,ok,200,123.5
no-interlock,1,legit,in-window,190,ok,200,109
no-interlock,1,legit,in-window,198,ok,200,163.6
no-interlock,1,timed,in-window,201,ok,200,93.5
no-interlock,1,timed,in-window,179,ok,200,109.4
no-interlock,1,timed,in-window,181,ok,200,139.4
no-interlock,1,timed,in-window,179,ok,200,103.2
no-interlock,1,timed,in-window,202,ok,200,108.5
no-interlock,1,timed,in-window,197,ok,200,93.7
no-interlock,1,timed,in-window,190,ok,200,93.6
no-interlock,1,timed,in-window,180,ok,200,124.1
no-interlock,1,timed,in-window,189,ok,200,118.4
no-interlock,1,timed,in-window,197,ok,200,93.9
no-interlock,1,timed,in-window,195,ok,200,156.6
no-interlock,1,timed,in-window,180,ok,200,155.4
no-interlock,1,timed,in-window,192,ok,200,108.4
no-interlock,1,timed,in-window,191,ok,200,139.4
no-interlock,1,timed,in-window,199,ok,200,139.4
no-interlock,1,timed,in-window,184,ok,200,133.2
no-interlock,1,timed,in-window,178,ok,200,93.3
no-interlock,1,timed,in-window,195,ok,200,108.5
no-interlock,1,timed,in-window,187,ok,200,156.7
no-interlock,1,timed,in-window,196,ok,200,155.3
no-interlock,1,boundary,edge,205,accept(expect accept),200,155
no-interlock,1,boundary,edge,205.1,accept(expect accept),200,118.4
no-interlock,1,boundary,edge,174.9,accept(expect accept),200,154.9
no-interlock,2,attack,below-global,107,rejected,400,17.6
no-interlock,2,attack,above-global,267,rejected,400,17.3
no-interlock,2,attack,above-window,213,EXECUTED,200,155
no-interlock,2,attack,below-window,162,EXECUTED,200,78.7
no-interlock,2,attack,extreme,1000000,rejected,400,17.5
no-interlock,2,attack,negative,-37,rejected,400,17.2
no-interlock,2,legit,in-window,182,ok,200,124.6
no-interlock,2,legit,in-window,190,ok,200,124
no-interlock,2,legit,in-window,198,ok,200,92.9
no-interlock,2,timed,in-window,195,ok,200,108.9
no-interlock,2,timed,in-window,185,ok,200,87.8
no-interlock,2,timed,in-window,179,ok,200,93.2
no-interlock,2,timed,in-window,179,ok,200,108.3
no-interlock,2,timed,in-window,183,ok,200,109.1
no-interlock,2,timed,in-window,199,ok,200,124.5
no-interlock,2,timed,in-window,201,ok,200,95.1
no-interlock,2,timed,in-window,191,ok,200,108.7
no-interlock,2,timed,in-window,181,ok,200,139.3
no-interlock,2,timed,in-window,198,ok,200,122.5
no-interlock,2,timed,in-window,194,ok,200,94.1
no-interlock,2,timed,in-window,183,ok,200,154.6
no-interlock,2,timed,in-window,200,ok,200,110.1
no-interlock,2,timed,in-window,201,ok,200,154.7
no-interlock,2,timed,in-window,193,ok,200,124.2
no-interlock,2,timed,in-window,181,ok,200,93.2
no-interlock,2,timed,in-window,182,ok,200,81.5
no-interlock,2,timed,in-window,184,ok,200,140.8
no-interlock,2,timed,in-window,176,ok,200,108.9
no-interlock,2,timed,in-window,195,ok,200,123.7
no-interlock,2,boundary,edge,205,accept(expect accept),200,157.1
no-interlock,2,boundary,edge,205.1,accept(expect accept),200,153.9
no-interlock,2,boundary,edge,174.9,accept(expect accept),200,109.8
no-interlock,3,attack,below-global,109,rejected,400,17
no-interlock,3,attack,above-global,279,rejected,400,16.9
no-interlock,3,attack,above-window,214,EXECUTED,200,155.5
no-interlock,3,attack,below-window,164,EXECUTED,200,154.8
no-interlock,3,attack,extreme,1000000,rejected,400,17.4
no-interlock,3,attack,negative,-78,rejected,400,17
no-interlock,3,legit,in-window,182,ok,200,101
no-interlock,3,legit,in-window,190,ok,200,108.9
no-interlock,3,legit,in-window,198,ok,200,93.3
no-interlock,3,timed,in-window,179,ok,200,156
no-interlock,3,timed,in-window,184,ok,200,156.2
no-interlock,3,timed,in-window,180,ok,200,107.8
no-interlock,3,timed,in-window,197,ok,200,124.6
no-interlock,3,timed,in-window,193,ok,200,155.2
no-interlock,3,timed,in-window,199,ok,200,123.8
no-interlock,3,timed,in-window,182,ok,200,124.5
no-interlock,3,timed,in-window,199,ok,200,108.4
no-interlock,3,timed,in-window,195,ok,200,138.6
no-interlock,3,timed,in-window,187,ok,200,124
no-interlock,3,timed,in-window,188,ok,200,124.9
no-interlock,3,timed,in-window,179,ok,200,154.6
no-interlock,3,timed,in-window,185,ok,200,154.7
no-interlock,3,timed,in-window,203,ok,200,124.3
no-interlock,3,timed,in-window,177,ok,200,155
no-interlock,3,timed,in-window,182,ok,200,93.9
no-interlock,3,timed,in-window,185,ok,200,124.5
no-interlock,3,timed,in-window,191,ok,200,123.9
no-interlock,3,timed,in-window,181,ok,200,108.7
no-interlock,3,timed,in-window,202,ok,200,93.1
no-interlock,3,boundary,edge,205,accept(expect accept),200,155.1
no-interlock,3,boundary,edge,205.1,accept(expect accept),200,78.2
no-interlock,3,boundary,edge,174.9,accept(expect accept),200,128
no-readback,1,attack,below-global,104,rejected,400,16.9
no-readback,1,attack,above-global,264,rejected,400,21.4
no-readback,1,attack,above-window,211,rejected,400,16.9
no-readback,1,attack,below-window,166,rejected,400,17.1
no-readback,1,attack,extreme,1000000,rejected,400,17.2
no-readback,1,attack,negative,-82,rejected,400,17.3
no-readback,1,legit,in-window,182,ok,200,123.7
no-readback,1,legit,in-window,190,ok,200,139.7
no-readback,1,legit,in-window,198,ok,200,111.1
no-readback,1,timed,in-window,183,ok,200,109.2
no-readback,1,timed,in-window,190,ok,200,139.3
no-readback,1,timed,in-window,197,ok,200,138.9
no-readback,1,timed,in-window,195,ok,200,82
no-readback,1,timed,in-window,197,ok,200,161.3
no-readback,1,timed,in-window,193,ok,200,156
no-readback,1,timed,in-window,179,ok,200,92.8
no-readback,1,timed,in-window,184,ok,200,108.6
no-readback,1,timed,in-window,187,ok,200,155.5
no-readback,1,timed,in-window,181,ok,200,108.6
no-readback,1,timed,in-window,183,ok,200,139.8
no-readback,1,timed,in-window,176,ok,200,137
no-readback,1,timed,in-window,203,ok,200,99.4
no-readback,1,timed,in-window,180,ok,200,169.1
no-readback,1,timed,in-window,185,ok,200,127
no-readback,1,timed,in-window,177,ok,200,153.2
no-readback,1,timed,in-window,176,ok,200,93.2
no-readback,1,timed,in-window,181,ok,200,155.8
no-readback,1,timed,in-window,193,ok,200,124.1
no-readback,1,timed,in-window,190,ok,200,113.1
no-readback,1,boundary,edge,205,accept(expect accept),200,154.4
no-readback,1,boundary,edge,205.1,reject(expect reject),400,17
no-readback,1,boundary,edge,174.9,reject(expect reject),400,21.2
no-readback,2,attack,below-global,102,rejected,400,17.2
no-readback,2,attack,above-global,278,rejected,400,17
no-readback,2,attack,above-window,214,rejected,400,17.2
no-readback,2,attack,below-window,163,rejected,400,2.1
no-readback,2,attack,extreme,1000000,rejected,400,16.9
no-readback,2,attack,negative,-64,rejected,400,17.7
no-readback,2,legit,in-window,182,ok,200,94
no-readback,2,legit,in-window,190,ok,200,140.1
no-readback,2,legit,in-window,198,ok,200,108.6
no-readback,2,timed,in-window,184,ok,200,108.8
no-readback,2,timed,in-window,198,ok,200,124.9
no-readback,2,timed,in-window,186,ok,200,93.8
no-readback,2,timed,in-window,178,ok,200,156.4
no-readback,2,timed,in-window,185,ok,200,154.5
no-readback,2,timed,in-window,200,ok,200,77.6
no-readback,2,timed,in-window,196,ok,200,123.9
no-readback,2,timed,in-window,186,ok,200,100.2
no-readback,2,timed,in-window,203,ok,200,124.4
no-readback,2,timed,in-window,181,ok,200,93
no-readback,2,timed,in-window,200,ok,200,93.5
no-readback,2,timed,in-window,200,ok,200,139.3
no-readback,2,timed,in-window,181,ok,200,108.2
no-readback,2,timed,in-window,184,ok,200,93.2
no-readback,2,timed,in-window,180,ok,200,154.3
no-readback,2,timed,in-window,182,ok,200,92.9
no-readback,2,timed,in-window,189,ok,200,107.7
no-readback,2,timed,in-window,179,ok,200,155.8
no-readback,2,timed,in-window,176,ok,200,139.3
no-readback,2,timed,in-window,200,ok,200,108.7
no-readback,2,boundary,edge,205,accept(expect accept),200,155.6
no-readback,2,boundary,edge,205.1,reject(expect reject),400,2.2
no-readback,2,boundary,edge,174.9,reject(expect reject),400,17.2
no-readback,3,attack,below-global,108,rejected,400,18.4
no-readback,3,attack,above-global,271,rejected,400,17.2
no-readback,3,attack,above-window,207,rejected,400,17.9
no-readback,3,attack,below-window,160,rejected,400,2.7
no-readback,3,attack,extreme,1000000,rejected,400,16.8
no-readback,3,attack,negative,-97,rejected,400,16.7
no-readback,3,legit,in-window,182,ok,200,93.3
no-readback,3,legit,in-window,190,ok,200,94
no-readback,3,legit,in-window,198,ok,200,109.5
no-readback,3,timed,in-window,199,ok,200,154.8
no-readback,3,timed,in-window,201,ok,200,143.1
no-readback,3,timed,in-window,190,ok,200,139.9
no-readback,3,timed,in-window,178,ok,200,93.5
no-readback,3,timed,in-window,193,ok,200,109.4
no-readback,3,timed,in-window,188,ok,200,125.1
no-readback,3,timed,in-window,191,ok,200,155.7
no-readback,3,timed,in-window,194,ok,200,110.5
no-readback,3,timed,in-window,182,ok,200,131.4
no-readback,3,timed,in-window,180,ok,200,154.5
no-readback,3,timed,in-window,196,ok,200,108.4
no-readback,3,timed,in-window,177,ok,200,140
no-readback,3,timed,in-window,180,ok,200,92.6
no-readback,3,timed,in-window,192,ok,200,138.9
no-readback,3,timed,in-window,202,ok,200,108.7
no-readback,3,timed,in-window,183,ok,200,109.4
no-readback,3,timed,in-window,203,ok,200,108.6
no-readback,3,timed,in-window,180,ok,200,104.3
no-readback,3,timed,in-window,182,ok,200,128.2
no-readback,3,timed,in-window,194,ok,200,124.6
no-readback,3,boundary,edge,205,accept(expect accept),200,93.7
no-readback,3,boundary,edge,205.1,reject(expect reject),400,17.2
no-readback,3,boundary,edge,174.9,reject(expect reject),400,17.3
ungated,1,attack,below-global,106,rejected,400,16.9
ungated,1,attack,above-global,273,rejected,400,16.7
ungated,1,attack,above-window,213,EXECUTED,200,154.9
ungated,1,attack,below-window,161,EXECUTED,200,84.4
ungated,1,attack,extreme,1000000,rejected,400,16.9
ungated,1,attack,negative,-85,rejected,400,18.1
ungated,1,legit,in-window,182,ok,200,123.9
ungated,1,legit,in-window,190,ok,200,138.8
ungated,1,legit,in-window,198,ok,200,125.6
ungated,1,timed,in-window,182,ok,200,141.3
ungated,1,timed,in-window,193,ok,200,109.4
ungated,1,timed,in-window,195,ok,200,155.4
ungated,1,timed,in-window,196,ok,200,124.1
ungated,1,timed,in-window,199,ok,200,108.7
ungated,1,timed,in-window,201,ok,200,107.9
ungated,1,timed,in-window,200,ok,200,154.6
ungated,1,timed,in-window,177,ok,200,171.1
ungated,1,timed,in-window,202,ok,200,125.6
ungated,1,timed,in-window,197,ok,200,107.9
ungated,1,timed,in-window,182,ok,200,123.8
ungated,1,timed,in-window,202,ok,200,139.4
ungated,1,timed,in-window,185,ok,200,123.5
ungated,1,timed,in-window,196,ok,200,93.3
ungated,1,timed,in-window,195,ok,200,107.7
ungated,1,timed,in-window,192,ok,200,93.3
ungated,1,timed,in-window,176,ok,200,154.8
ungated,1,timed,in-window,182,ok,200,155.5
ungated,1,timed,in-window,197,ok,200,95
ungated,1,timed,in-window,189,ok,200,92.6
ungated,1,boundary,edge,205,accept(expect accept),200,139.1
ungated,1,boundary,edge,205.1,accept(expect accept),200,123.7
ungated,1,boundary,edge,174.9,accept(expect accept),200,139.6
ungated,2,attack,below-global,117,rejected,400,17.5
ungated,2,attack,above-global,268,rejected,400,17.1
ungated,2,attack,above-window,214,EXECUTED,200,140.6
ungated,2,attack,below-window,168,EXECUTED,200,155.4
ungated,2,attack,extreme,1000000,rejected,400,17.1
ungated,2,attack,negative,-60,rejected,400,17.1
ungated,2,legit,in-window,182,ok,200,95.3
ungated,2,legit,in-window,190,ok,200,139.6
ungated,2,legit,in-window,198,ok,200,139.5
ungated,2,timed,in-window,198,ok,200,154.3
ungated,2,timed,in-window,186,ok,200,93.1
ungated,2,timed,in-window,186,ok,200,93
ungated,2,timed,in-window,196,ok,200,139.4
ungated,2,timed,in-window,196,ok,200,155.2
ungated,2,timed,in-window,187,ok,200,108.7
ungated,2,timed,in-window,185,ok,200,92.7
ungated,2,timed,in-window,181,ok,200,141.1
ungated,2,timed,in-window,182,ok,200,124.3
ungated,2,timed,in-window,180,ok,200,93.7
ungated,2,timed,in-window,194,ok,200,139.2
ungated,2,timed,in-window,189,ok,200,139.3
ungated,2,timed,in-window,187,ok,200,139.3
ungated,2,timed,in-window,183,ok,200,124.9
ungated,2,timed,in-window,193,ok,200,91.2
ungated,2,timed,in-window,190,ok,200,108.1
ungated,2,timed,in-window,198,ok,200,78
ungated,2,timed,in-window,176,ok,200,96.9
ungated,2,timed,in-window,190,ok,200,155.2
ungated,2,timed,in-window,179,ok,200,124.1
ungated,2,boundary,edge,205,accept(expect accept),200,155.5
ungated,2,boundary,edge,205.1,accept(expect accept),200,93.1
ungated,2,boundary,edge,174.9,accept(expect accept),200,93.8
ungated,3,attack,below-global,111,rejected,400,2.8
ungated,3,attack,above-global,273,rejected,400,17.4
ungated,3,attack,above-window,215,EXECUTED,200,154.9
ungated,3,attack,below-window,161,EXECUTED,200,124.9
ungated,3,attack,extreme,1000000,rejected,400,16.7
ungated,3,attack,negative,-74,rejected,400,17
ungated,3,legit,in-window,182,ok,200,94.4
ungated,3,legit,in-window,190,ok,200,132.2
ungated,3,legit,in-window,198,ok,200,108.7
ungated,3,timed,in-window,201,ok,200,108.9
ungated,3,timed,in-window,183,ok,200,108.7
ungated,3,timed,in-window,187,ok,200,109.5
ungated,3,timed,in-window,184,ok,200,124.2
ungated,3,timed,in-window,193,ok,200,139.2
ungated,3,timed,in-window,192,ok,200,155.4
ungated,3,timed,in-window,192,ok,200,140.4
ungated,3,timed,in-window,189,ok,200,141.8
ungated,3,timed,in-window,183,ok,200,124.8
ungated,3,timed,in-window,194,ok,200,94.8
ungated,3,timed,in-window,199,ok,200,155.8
ungated,3,timed,in-window,187,ok,200,139.8
ungated,3,timed,in-window,185,ok,200,124.8
ungated,3,timed,in-window,198,ok,200,125.2
ungated,3,timed,in-window,193,ok,200,93.9
ungated,3,timed,in-window,199,ok,200,141.3
ungated,3,timed,in-window,200,ok,200,141
ungated,3,timed,in-window,183,ok,200,109.4
ungated,3,timed,in-window,191,ok,200,156.3
ungated,3,timed,in-window,188,ok,200,94.4
ungated,3,boundary,edge,205,accept(expect accept),200,79.5
ungated,3,boundary,edge,205.1,accept(expect accept),200,156
ungated,3,boundary,edge,174.9,accept(expect accept),200,99.4
